playerID,week,year,injuryStatus,primaryInjury,practiceStatus
00-0031937,10,2016,,,Limited Participation in Practice
00-0027943,14,2016,,,Full Participation in Practice
00-0034726,1,2022,,,Full Participation in Practice
00-0033103,15,2023,,,Full Participation in Practice
00-0034411,5,2021,Out,Ankle,Did Not Participate In Practice
00-0035699,18,2024,Out,Knee,Did Not Participate In Practice
00-0033512,11,2019,,,Full Participation in Practice
00-0030770,14,2016,Out,Foot,Did Not Participate In Practice
00-0033933,16,2017,Questionable,Illness,Did Not Participate In Practice
00-0032892,11,2024,Questionable,Foot,Did Not Participate In Practice
00-0033151,2,2018,Out,Toe,Did Not Participate In Practice
00-0033594,4,2018,Questionable,Hip,Limited Participation in Practice
00-0034523,13,2018,Questionable,Knee,Limited Participation in Practice
00-0034728,20,2021,Questionable,Shoulder,Limited Participation in Practice
00-0024183,9,2017,Out,Shoulder,Did Not Participate In Practice
00-0038115,13,2022,Questionable,Eye,Limited Participation in Practice
00-0036943,18,2023,,,Full Participation in Practice
00-0031052,11,2018,Questionable,Groin,Full Participation in Practice
00-0031087,8,2018,Out,Shoulder,Did Not Participate In Practice
00-0039904,11,2024,Out,Shoulder,Did Not Participate In Practice
00-0038127,19,2024,Questionable,Groin,Limited Participation in Practice
00-0032233,7,2018,,,Full Participation in Practice
00-0028987,15,2015,Questionable,Foot,Did Not Participate In Practice
00-0031402,13,2024,Out,Ankle,Did Not Participate In Practice
00-0034349,15,2018,Out,Knee,Did Not Participate In Practice
00-0036363,1,2020,Out,Ankle,Did Not Participate In Practice
00-0031170,13,2018,,,Full Participation in Practice
00-0026153,14,2016,,,Full Participation in Practice
00-0035147,15,2021,,,Full Participation in Practice
00-0030061,8,2024,,,Did Not Participate In Practice
00-0036660,7,2022,,,Full Participation in Practice
00-0035316,15,2021,Questionable,Hamstring,Did Not Participate In Practice
00-0036479,11,2022,Out,Ankle,Did Not Participate In Practice
00-0037279,5,2023,,,Limited Participation in Practice
00-0031572,11,2017,,,Limited Participation in Practice
00-0027857,7,2017,Questionable,Knee,Limited Participation in Practice
00-0024249,15,2015,Probable,Quadricep,Limited Participation in Practice
00-0036187,13,2021,Questionable,Ankle,Limited Participation in Practice
00-0032210,15,2019,Questionable,Illness,Full Participation in Practice
00-0033592,5,2017,Out,Hamstring,Did Not Participate In Practice
00-0031237,6,2022,Questionable,Concussion,Full Participation in Practice
00-0029630,16,2020,,,Did Not Participate In Practice
00-0036329,14,2020,Out,Foot,Did Not Participate In Practice
00-0034729,10,2021,,,Full Participation in Practice
00-0032240,5,2018,,,Limited Participation in Practice
00-0027676,3,2016,Questionable,Groin,Did Not Participate In Practice
00-0029146,18,2018,Questionable,Foot,Did Not Participate In Practice
00-0025390,13,2015,,,Full Participation in Practice
00-0036159,9,2022,Questionable,Hamstring,Limited Participation in Practice
00-0030574,3,2016,Out,Knee,Did Not Participate In Practice
00-0031237,11,2015,Probable,left Shoulder,Full Participation in Practice
00-0029280,14,2015,Out,Concussion,Did Not Participate In Practice
00-0024239,14,2017,,,Full Participation in Practice
00-0031557,19,2024,,,Full Participation in Practice
00-0039134,16,2023,Out,Hamstring,Did Not Participate In Practice
00-0032965,5,2023,Questionable,Knee,Did Not Participate In Practice
00-0029000,5,2021,,,Did Not Participate In Practice
00-0034364,18,2021,Questionable,Illness,Limited Participation in Practice
00-0035293,19,2022,Questionable,Hamstring,Did Not Participate In Practice
00-0036159,1,2024,Questionable,Foot,Full Participation in Practice
00-0034788,14,2019,,,Full Participation in Practice
00-0030500,2,2020,Questionable,Shoulder,Limited Participation in Practice
00-0036930,7,2023,Out,Hip,Did Not Participate In Practice
00-0031433,15,2015,Probable,Calf,Full Participation in Practice
00-0039860,9,2024,Out,Hamstring,Did Not Participate In Practice
00-0032566,5,2018,,,Full Participation in Practice
00-0027881,13,2022,,,Did Not Participate In Practice
00-0026175,7,2016,Out,Concussion,Limited Participation in Practice
00-0030472,10,2017,Questionable,Hamstring,Did Not Participate In Practice
00-0034387,16,2023,,,Full Participation in Practice
00-0037003,8,2024,,,Full Participation in Practice
00-0033877,1,2023,Questionable,Illness,"
    "
00-0034807,3,2024,,,Full Participation in Practice
00-0027002,14,2015,Probable,Ankle,Limited Participation in Practice
00-0025512,17,2018,Out,Hamstring,Did Not Participate In Practice
00-0031253,5,2022,,,Full Participation in Practice
00-0038584,17,2023,Out,Ankle,Did Not Participate In Practice
00-0036361,16,2020,,,Full Participation in Practice
00-0022120,13,2015,Questionable,Abdomen,Limited Participation in Practice
00-0033129,13,2019,Questionable,Illness,Did Not Participate In Practice
00-0025394,14,2017,Out,Neck,Did Not Participate In Practice
00-0027949,2,2020,,,Limited Participation in Practice
00-0026345,14,2018,Out,Knee,Did Not Participate In Practice
00-0027684,7,2017,,,Full Participation in Practice
00-0034142,12,2021,Out,Pectoral,Did Not Participate In Practice
00-0036193,17,2023,Questionable,Knee,Limited Participation in Practice
00-0027949,3,2018,,,Full Participation in Practice
00-0036934,13,2021,Questionable,Hip,Limited Participation in Practice
00-0031557,5,2022,Questionable,Hamstring,Limited Participation in Practice
00-0033553,10,2023,Questionable,Knee,Limited Participation in Practice
00-0032214,17,2016,Doubtful,Knee,Did Not Participate In Practice
00-0022921,11,2019,,,Full Participation in Practice
00-0029263,6,2018,,,Full Participation in Practice
00-0031382,3,2017,Questionable,Knee,Full Participation in Practice
00-0029273,2,2015,Out,Ankle,Out (Definitely Will Not Play)
00-0026408,2,2016,,,Full Participation in Practice
00-0033871,11,2022,Out,Knee,Did Not Participate In Practice
00-0033882,4,2017,Questionable,Shin,Limited Participation in Practice
00-0030431,13,2016,Out,Knee,Did Not Participate In Practice
00-0030545,2,2015,Questionable,Ankle,Did Not Participate In Practice
00-0033863,10,2023,Questionable,Ribs,Full Participation in Practice
00-0033357,12,2021,,,Full Participation in Practice
00-0027197,14,2017,,,Full Participation in Practice
00-0028103,2,2019,,,Did Not Participate In Practice
00-0031806,14,2018,Out,Shoulder,Did Not Participate In Practice
00-0036633,16,2021,Questionable,Shoulder,Full Participation in Practice
00-0027696,11,2016,,,Full Participation in Practice
00-0034198,14,2020,,,Limited Participation in Practice
00-0033906,16,2024,Out,Groin,Did Not Participate In Practice
00-0035292,4,2024,Doubtful,Hamstring,Did Not Participate In Practice
00-0026942,17,2015,Probable,Shoulder,Full Participation in Practice
00-0028002,7,2019,Questionable,Back,Limited Participation in Practice
00-0035640,12,2021,,,Limited Participation in Practice
00-0039393,13,2024,Out,Knee,Did Not Participate In Practice
00-0029901,11,2021,,,Full Participation in Practice
00-0038496,6,2023,Questionable,Ankle,Limited Participation in Practice
00-0036362,14,2022,,,Full Participation in Practice
00-0036187,7,2024,,,Full Participation in Practice
00-0029683,9,2015,Questionable,Thigh,Limited Participation in Practice
00-0033790,4,2017,Out,Hamstring,Did Not Participate In Practice
00-0031362,9,2017,Questionable,Knee,Full Participation in Practice
00-0032769,4,2020,,,Did Not Participate In Practice
00-0038387,7,2024,Questionable,Knee,Limited Participation in Practice
00-0033881,4,2018,Out,Knee,Did Not Participate In Practice
00-0033266,10,2019,Questionable,Illness,Did Not Participate In Practice
00-0032103,11,2019,,,Full Participation in Practice
00-0027150,6,2020,Questionable,Knee,Limited Participation in Practice
00-0028845,9,2018,,,Full Participation in Practice
00-0032397,10,2017,,,Did Not Participate In Practice
00-0033537,5,2021,Out,Not injury related - personal matter,Did Not Participate In Practice
00-0037258,10,2023,Out,Ankle,Did Not Participate In Practice
00-0035697,12,2023,Questionable,Illness,Did Not Participate In Practice
00-0031411,16,2017,,,Full Participation in Practice
00-0039746,17,2024,Out,Concussion,Did Not Participate In Practice
00-0033908,14,2021,,,Full Participation in Practice
00-0036556,5,2021,Questionable,Illness,Did Not Participate In Practice
00-0024243,19,2017,,,Full Participation in Practice
00-0031325,13,2019,,,Did Not Participate In Practice
00-0037073,3,2023,,,Full Participation in Practice
00-0033549,18,2024,,,Full Participation in Practice
00-0030441,5,2015,Questionable,Back,Limited Participation in Practice
00-0031544,17,2015,Probable,Foot,Full Participation in Practice
00-0036981,18,2021,Questionable,Knee,Limited Participation in Practice
00-0025512,11,2015,Probable,Shoulder,Full Participation in Practice
00-0031596,15,2015,Out,Hamstring,Did Not Participate In Practice
00-0030442,8,2017,Out,Neck,Did Not Participate In Practice
00-0031555,2,2016,Out,Ankle,Did Not Participate In Practice
00-0029672,15,2021,Out,Ankle,Did Not Participate In Practice
00-0037320,6,2024,Questionable,Hamstring,Limited Participation in Practice
00-0037615,11,2024,,,Full Participation in Practice
00-0036649,11,2022,Questionable,Illness,Did Not Participate In Practice
00-0035277,18,2024,,,Full Participation in Practice
00-0031367,10,2018,,,Full Participation in Practice
00-0035244,13,2020,,,Full Participation in Practice
00-0034816,18,2020,,,Full Participation in Practice
00-0032889,4,2024,Questionable,Knee,Limited Participation in Practice
00-0034974,8,2024,,,Full Participation in Practice
00-0027965,9,2019,Questionable,Knee,Full Participation in Practice
00-0032807,3,2020,Doubtful,Pectoral,Limited Participation in Practice
00-0027124,4,2017,Questionable,Knee,Limited Participation in Practice
00-0033543,18,2019,,,Full Participation in Practice
00-0036357,5,2020,Questionable,Knee,Full Participation in Practice
00-0033635,13,2017,Out,Knee,Did Not Participate In Practice
00-0033294,13,2020,Questionable,Knee,Did Not Participate In Practice
00-0033103,3,2022,,,Full Participation in Practice
00-0037742,6,2024,,,Full Participation in Practice
00-0032466,19,2019,Questionable,Groin,Limited Participation in Practice
00-0039071,4,2023,,,Full Participation in Practice
00-0032393,2,2016,Questionable,Wrist,Full Participation in Practice
00-0038383,6,2024,,,Full Participation in Practice
00-0034728,6,2020,,,Full Participation in Practice
00-0034384,8,2020,Questionable,Hamstring,"
    "
00-0034764,4,2022,,,Full Participation in Practice
00-0030648,2,2020,,,Full Participation in Practice
00-0033951,5,2018,Out,Hamstring,Limited Participation in Practice
00-0031284,13,2018,Doubtful,Ankle,Did Not Participate In Practice
00-0032378,13,2021,Questionable,Knee,Full Participation in Practice
00-0033131,2,2022,,,Full Participation in Practice
00-0028129,10,2018,,,Full Participation in Practice
00-0033523,2,2022,Questionable,Groin,Full Participation in Practice
00-0033040,14,2024,,,Full Participation in Practice
00-0033303,7,2022,,,Full Participation in Practice
00-0026944,13,2016,,,Full Participation in Practice
00-0038133,15,2024,,,Full Participation in Practice
00-0033914,13,2023,Doubtful,Hand,Did Not Participate In Practice
00-0028118,5,2018,,,Full Participation in Practice
00-0036268,15,2022,Questionable,Shoulder,Limited Participation in Practice
00-0024243,12,2019,,,Full Participation in Practice
00-0038477,10,2024,Out,Achilles,Did Not Participate In Practice
00-0033856,10,2018,,,Full Participation in Practice
00-0034302,10,2018,,,Full Participation in Practice
00-0033288,1,2023,Questionable,Groin,Limited Participation in Practice
00-0037587,18,2024,,,Full Participation in Practice
00-0036417,14,2020,,,Full Participation in Practice
00-0029901,17,2016,Questionable,Knee,Limited Participation in Practice
00-0029419,3,2018,Out,Illness,Did Not Participate In Practice
00-0030431,2,2023,,,Full Participation in Practice
00-0035588,10,2024,,,Full Participation in Practice
00-0037261,5,2024,Out,Ankle,Did Not Participate In Practice
00-0030761,12,2020,,,Full Participation in Practice
00-0038487,7,2023,,,Full Participation in Practice
00-0034366,3,2018,Questionable,Hamstring,Limited Participation in Practice
00-0031852,13,2023,,,Full Participation in Practice
00-0029249,9,2021,,,Full Participation in Practice
00-0036862,20,2021,,,Full Participation in Practice
00-0036254,17,2020,Out,Hamstring,Did Not Participate In Practice
00-0032688,6,2016,,,Full Participation in Practice
00-0031364,8,2022,,,Limited Participation in Practice
00-0031045,6,2019,,,Full Participation in Practice
00-0037277,20,2024,Questionable,Calf,Full Participation in Practice
00-0036223,18,2020,,,Limited Participation in Practice
00-0031431,9,2017,Questionable,Knee,Limited Participation in Practice
00-0036232,8,2023,,,Full Participation in Practice
00-0027696,12,2016,,,Full Participation in Practice
00-0034752,11,2024,Questionable,Knee,Did Not Participate In Practice
00-0031300,13,2016,Questionable,Ankle,Full Participation in Practice
00-0034347,5,2023,Out,Groin,Did Not Participate In Practice
00-0033785,2,2019,,,Full Participation in Practice
00-0031951,6,2020,,,Full Participation in Practice
00-0027974,11,2015,Probable,left Shoulder,Full Participation in Practice
00-0034832,13,2021,,,Full Participation in Practice
00-0031040,11,2023,,,Did Not Participate In Practice
00-0031360,3,2020,,,Full Participation in Practice
00-0039846,19,2024,,,Full Participation in Practice
00-0027029,17,2016,,,Did Not Participate In Practice
00-0037755,13,2022,Questionable,Shoulder,Full Participation in Practice
00-0025828,5,2015,Probable,Not Injury Related,Full Participation in Practice
00-0035345,17,2021,Questionable,Hip,Limited Participation in Practice
00-0025457,10,2015,Probable,Knee,Full Participation in Practice
00-0032780,15,2019,Questionable,Shoulder,Limited Participation in Practice
00-0034646,16,2020,Questionable,Foot,Limited Participation in Practice
00-0032633,3,2019,,,Full Participation in Practice
00-0029285,6,2019,,,Full Participation in Practice
00-0036994,2,2023,Questionable,Illness,Did Not Participate In Practice
00-0039309,6,2024,Out,Hamstring,Did Not Participate In Practice
00-0031068,16,2017,,,Full Participation in Practice
00-0034111,11,2020,,,Full Participation in Practice
00-0033872,4,2021,,,Full Participation in Practice
00-0025565,10,2021,Questionable,left Knee,Limited Participation in Practice
00-0034779,15,2021,,,Limited Participation in Practice
00-0027686,13,2018,,,Full Participation in Practice
00-0038583,18,2024,,,Full Participation in Practice
00-0023367,10,2015,Probable,Hip,Full Participation in Practice
00-0034184,17,2020,Questionable,Back,Limited Participation in Practice
00-0036139,17,2023,Out,Ankle,Did Not Participate In Practice
00-0036409,8,2021,,,Full Participation in Practice
00-0029699,14,2018,Out,Knee,Did Not Participate In Practice
00-0033570,7,2023,,,Full Participation in Practice
00-0036876,2,2023,Questionable,Hamstring,"
    "
00-0028087,14,2017,Questionable,Illness,Limited Participation in Practice
00-0028263,1,2015,Probable,Hand,Full Participation in Practice
00-0034272,15,2021,Questionable,Back,Limited Participation in Practice
00-0036603,13,2024,Questionable,Foot,Did Not Participate In Practice
00-0034495,3,2023,,,Full Participation in Practice
00-0034825,9,2020,Out,Foot,Did Not Participate In Practice
00-0026189,13,2018,Out,Thumb,Limited Participation in Practice
00-0028118,2,2020,,,Full Participation in Practice
00-0033375,3,2021,,,Full Participation in Practice
00-0030706,8,2020,Questionable,Shoulder,Limited Participation in Practice
00-0035243,17,2022,,,Full Participation in Practice
00-0036884,18,2022,Out,Neck,Did Not Participate In Practice
00-0036851,14,2021,Doubtful,Illness,Did Not Participate In Practice
00-0037663,8,2022,Questionable,Ankle,Full Participation in Practice
00-0033889,11,2024,,,Full Participation in Practice
00-0029312,4,2015,Out,Knee,Did Not Participate In Practice
00-0034215,8,2019,,,Full Participation in Practice
00-0025420,16,2017,Out,Knee,Did Not Participate In Practice
00-0036995,14,2023,,,Full Participation in Practice
00-0027865,2,2021,,,Full Participation in Practice
00-0034777,16,2018,Out,Quadricep,Did Not Participate In Practice
00-0030312,19,2019,Questionable,Knee,Limited Participation in Practice
00-0031895,15,2015,Probable,Groin,Full Participation in Practice
00-0033084,16,2023,,,Did Not Participate In Practice
00-0033905,17,2024,,,Full Participation in Practice
00-0037287,5,2024,Questionable,Knee,Limited Participation in Practice
00-0036875,16,2023,Out,Ankle,Did Not Participate In Practice
00-0031997,15,2015,Probable,Back,Full Participation in Practice
00-0029408,15,2016,Doubtful,Hand,Did Not Participate In Practice
00-0031382,15,2020,,,Full Participation in Practice
00-0032408,15,2019,,,Full Participation in Practice
00-0029409,16,2017,Questionable,Foot,Full Participation in Practice
00-0036905,9,2023,,,Full Participation in Practice
00-0028334,6,2015,Probable,Hamstring,Full Participation in Practice
00-0034573,4,2019,,,Full Participation in Practice
00-0038720,3,2023,Questionable,Ankle,Full Participation in Practice
00-0036550,6,2024,,,Full Participation in Practice
00-0033857,13,2024,,,Full Participation in Practice
00-0032127,11,2015,Questionable,Ankle,Limited Participation in Practice
00-0038105,7,2024,Questionable,Ankle,Full Participation in Practice
00-0034834,16,2024,Out,Knee,Did Not Participate In Practice
00-0026498,15,2018,Questionable,Back,Limited Participation in Practice
00-0027947,6,2024,,,Full Participation in Practice
00-0034399,7,2020,Out,Calf,Did Not Participate In Practice
00-0026201,11,2017,Questionable,Shoulder,Limited Participation in Practice
00-0030065,12,2019,,,Full Participation in Practice
00-0029585,3,2022,,,Did Not Participate In Practice
00-0035259,14,2023,,,Full Participation in Practice
00-0031330,7,2024,,,Full Participation in Practice
00-0030074,9,2022,Questionable,Knee,Limited Participation in Practice
00-0023500,16,2019,,,Full Participation in Practice
00-0031544,13,2017,Out,Concussion,Did Not Participate In Practice
00-0029419,5,2018,Questionable,Illness,Full Participation in Practice
00-0033871,17,2018,,,Limited Participation in Practice
00-0033788,17,2018,,,Full Participation in Practice
00-0028237,17,2017,Questionable,Shoulder,Limited Participation in Practice
00-0037516,15,2022,,,Full Participation in Practice
00-0033548,4,2024,,,Did Not Participate In Practice
00-0032052,3,2020,Questionable,Ankle,Limited Participation in Practice
00-0031236,19,2023,,,Limited Participation in Practice
00-0034374,2,2020,,,Full Participation in Practice
00-0033912,17,2020,,,Did Not Participate In Practice
00-0031237,18,2022,Questionable,Knee,Limited Participation in Practice
00-0027947,15,2017,Questionable,Back,Limited Participation in Practice
00-0033954,14,2022,Out,Hand,Did Not Participate In Practice
00-0034858,3,2023,,,Full Participation in Practice
00-0036268,3,2021,,,Full Participation in Practice
00-0037663,8,2023,,,Full Participation in Practice
00-0027356,17,2015,Out,Concussion,Did Not Participate In Practice
00-0026189,6,2021,,,Did Not Participate In Practice
00-0035646,6,2024,Questionable,Knee,Limited Participation in Practice
00-0030705,4,2015,Probable,Neck,Full Participation in Practice
00-0033121,14,2017,Out,Ankle,Did Not Participate In Practice
00-0031404,5,2022,Questionable,Ribs,Limited Participation in Practice
00-0028177,17,2019,Questionable,Neck,Limited Participation in Practice
00-0035329,16,2021,Out,Concussion,Did Not Participate In Practice
00-0031584,5,2022,Questionable,Concussion,Limited Participation in Practice
00-0030404,15,2018,Questionable,Illness,Did Not Participate In Practice
00-0035293,16,2021,Out,Concussion,Did Not Participate In Practice
00-0035250,7,2024,,,Limited Participation in Practice
00-0030578,7,2024,Out,Knee,Did Not Participate In Practice
00-0031417,14,2019,Questionable,Knee,Full Participation in Practice
00-0031259,19,2017,,,Full Participation in Practice
00-0034959,19,2023,Questionable,Calf,Limited Participation in Practice
00-0035670,6,2020,Questionable,Foot,Limited Participation in Practice
00-0029570,20,2015,Questionable,Hand,Limited Participation in Practice
00-0028003,12,2016,Questionable,Thigh,Limited Participation in Practice
00-0027256,10,2017,,,Full Participation in Practice
00-0033921,12,2018,,,Full Participation in Practice
00-0036328,3,2021,,,Full Participation in Practice
00-0034388,13,2020,Questionable,Thigh,Full Participation in Practice
00-0029627,16,2016,Questionable,Foot,Full Participation in Practice
00-0027029,17,2020,Questionable,Not Injury Related,"
    "
00-0032889,7,2024,Out,Knee,Did Not Participate In Practice
00-0029606,14,2015,Out,Knee,Did Not Participate In Practice
00-0028411,19,2018,,,Limited Participation in Practice
00-0025489,12,2017,Questionable,Back,Full Participation in Practice
00-0033876,10,2024,,,Full Participation in Practice
00-0034959,11,2022,Out,Hamstring,Did Not Participate In Practice
00-0024249,11,2015,Probable,Hamstring,Full Participation in Practice
00-0030089,13,2016,Questionable,Knee,Limited Participation in Practice
00-0033110,17,2022,Questionable,Not injury related - resting player,Limited Participation in Practice
00-0033050,12,2021,,,Limited Participation in Practice
00-0029731,8,2017,Out,Ankle,Did Not Participate In Practice
00-0030565,15,2019,,,Did Not Participate In Practice
00-0027870,9,2020,,,Full Participation in Practice
00-0033357,18,2022,Questionable,Back,Limited Participation in Practice
00-0025411,14,2015,Questionable,Knee,Limited Participation in Practice
00-0037383,16,2024,Questionable,Illness,Did Not Participate In Practice
00-0033594,12,2019,,,Full Participation in Practice
00-0034810,16,2022,,,Full Participation in Practice
00-0033907,2,2024,Out,Toe,Did Not Participate In Practice
00-0031382,12,2021,,,Limited Participation in Practice
00-0030770,8,2017,,,Full Participation in Practice
00-0024243,1,2023,,,Full Participation in Practice
00-0036660,16,2023,,,Full Participation in Practice
00-0026564,12,2016,Questionable,Hamstring,Limited Participation in Practice
00-0031127,16,2018,Questionable,Ankle,Limited Participation in Practice
00-0031297,3,2019,Questionable,Quadricep,Limited Participation in Practice
00-0027875,17,2018,,,Full Participation in Practice
00-0033947,1,2024,,,Full Participation in Practice
00-0036996,10,2022,,,Full Participation in Practice
00-0031296,3,2015,Probable,Not Injury Related,Full Participation in Practice
00-0035166,20,2024,Questionable,Knee,Limited Participation in Practice
00-0030584,1,2015,Questionable,Ankle,Full Participation in Practice
00-0034830,8,2022,,,Limited Participation in Practice
00-0027944,7,2020,,,Limited Participation in Practice
00-0038935,15,2023,Questionable,Foot,Limited Participation in Practice
00-0030504,15,2017,Out,Ankle,Did Not Participate In Practice
00-0036258,13,2022,,,Full Participation in Practice
00-0034500,5,2019,Out,Concussion,Limited Participation in Practice
00-0034720,10,2021,,,Full Participation in Practice
00-0033548,11,2023,,,Full Participation in Practice
00-0024239,11,2015,Probable,Calf,Full Participation in Practice
00-0036244,10,2023,Questionable,Biceps,Full Participation in Practice
00-0032697,4,2018,Questionable,Knee,Limited Participation in Practice
00-0025412,8,2015,Questionable,Ankle,Did Not Participate In Practice
00-0035215,8,2021,Questionable,Hamstring,Limited Participation in Practice
00-0034764,12,2018,,,Full Participation in Practice
00-0033878,6,2023,,,Full Participation in Practice
00-0031417,8,2017,,,Full Participation in Practice
00-0030448,3,2019,Questionable,Shoulder,Did Not Participate In Practice
00-0026997,17,2019,,,Did Not Participate In Practice
00-0039925,6,2024,,,Full Participation in Practice
00-0033251,3,2021,,,Full Participation in Practice
00-0029687,8,2017,,,Full Participation in Practice
00-0029524,16,2015,Probable,Ankle,Full Participation in Practice
00-0037665,8,2022,Questionable,Knee,Limited Participation in Practice
00-0036974,14,2023,Questionable,Quadricep,Limited Participation in Practice
00-0035656,8,2021,Out,Knee,Did Not Participate In Practice
00-0033547,7,2022,Out,Elbow,Did Not Participate In Practice
00-0031337,16,2015,Out,Concussion,Did Not Participate In Practice
00-0027867,19,2021,,,Did Not Participate In Practice
00-0031433,4,2022,Out,Knee,Did Not Participate In Practice
00-0036619,1,2023,Questionable,Knee,Full Participation in Practice
00-0033933,17,2017,,,Full Participation in Practice
00-0026935,8,2015,Questionable,Knee,Limited Participation in Practice
00-0033897,4,2018,Out,Knee,Did Not Participate In Practice
00-0027867,2,2018,Questionable,Knee,Limited Participation in Practice
00-0035334,11,2022,,,Full Participation in Practice
00-0027691,17,2016,Questionable,Shoulder,Limited Participation in Practice
00-0036981,3,2023,Questionable,Knee,Limited Participation in Practice
00-0038117,1,2023,Doubtful,Knee,Limited Participation in Practice
00-0033592,6,2021,,,Full Participation in Practice
00-0031608,6,2019,Questionable,Hamstring,Limited Participation in Practice
00-0030874,14,2017,Out,Shoulder,Did Not Participate In Practice
00-0036613,17,2024,Questionable,Knee,Limited Participation in Practice
00-0028129,18,2022,,,Limited Participation in Practice
00-0039417,2,2024,,,Did Not Participate In Practice
00-0034279,10,2020,Questionable,Knee,Limited Participation in Practice
00-0032135,4,2021,,,Full Participation in Practice
00-0032803,2,2021,,,Full Participation in Practice
00-0031571,13,2018,,,Did Not Participate In Practice
00-0033129,12,2019,Questionable,Groin,Full Participation in Practice
00-0031412,9,2015,Probable,Knee,Full Participation in Practice
00-0030991,4,2015,Doubtful,Groin,Did Not Participate In Practice
00-0028172,4,2016,Questionable,Neck,Full Participation in Practice
00-0033525,1,2017,Questionable,Stinger,Limited Participation in Practice
00-0035142,2,2019,,,Full Participation in Practice
00-0032116,10,2018,Questionable,Ankle,Limited Participation in Practice
00-0027856,9,2015,Probable,Shoulder,Full Participation in Practice
00-0035270,10,2019,,,Full Participation in Practice
00-0031587,3,2019,Questionable,Shoulder,Limited Participation in Practice
00-0035307,5,2021,,,Full Participation in Practice
00-0037321,9,2022,Out,Ankle,Did Not Participate In Practice
00-0034342,13,2019,,,Full Participation in Practice
00-0036163,5,2022,,,Limited Participation in Practice
00-0034746,2,2023,,,Full Participation in Practice
00-0033292,7,2018,Questionable,Back,Limited Participation in Practice
00-0034073,5,2022,,,Full Participation in Practice
00-0032210,20,2022,,,Full Participation in Practice
00-0027874,6,2019,Questionable,Hamstring,Limited Participation in Practice
00-0034263,14,2022,Out,Knee,Did Not Participate In Practice
00-0033548,14,2021,Questionable,Foot,Limited Participation in Practice
00-0032889,1,2021,,,Full Participation in Practice
00-0036596,13,2022,,,Full Participation in Practice
00-0034972,16,2019,Questionable,Ankle,Limited Participation in Practice
00-0030555,17,2018,Questionable,Knee,Limited Participation in Practice
00-0036550,3,2022,,,Did Not Participate In Practice
00-0036614,14,2021,Questionable,Concussion,Full Participation in Practice
00-0034837,8,2024,,,Full Participation in Practice
00-0029643,14,2015,Probable,Back,Full Participation in Practice
00-0025630,13,2017,,,Did Not Participate In Practice
00-0031364,9,2017,,,Full Participation in Practice
00-0034845,3,2018,,,Full Participation in Practice
00-0028479,7,2015,Questionable,Shoulder,Did Not Participate In Practice
00-0031335,11,2015,Probable,Knee,Full Participation in Practice
00-0033526,4,2017,,,Full Participation in Practice
00-0032391,11,2020,Questionable,Ankle,Limited Participation in Practice
00-0030286,7,2015,Out,Foot,Did Not Participate In Practice
00-0032384,17,2019,,,Full Participation in Practice
00-0031598,11,2021,Questionable,Knee,Full Participation in Practice
00-0032053,17,2024,,,Full Participation in Practice
00-0028954,19,2016,,,Full Participation in Practice
00-0030066,2,2018,,,Full Participation in Practice
00-0025580,20,2016,,,Full Participation in Practice
00-0031372,2,2018,,,Full Participation in Practice
00-0033789,14,2019,Out,Thumb,Limited Participation in Practice
00-0032975,6,2022,Out,Knee,Did Not Participate In Practice
00-0036356,15,2023,,,Limited Participation in Practice
00-0036981,10,2023,Questionable,Knee,Limited Participation in Practice
00-0027944,10,2021,Questionable,Hamstring,Did Not Participate In Practice
00-0031389,11,2019,Out,Hamstring,Did Not Participate In Practice
00-0035147,6,2020,,,Full Participation in Practice
00-0032071,14,2022,Questionable,Illness,Limited Participation in Practice
00-0032201,8,2017,,,Full Participation in Practice
00-0035639,13,2019,Questionable,Hand,Limited Participation in Practice
00-0032053,11,2024,,,Limited Participation in Practice
00-0032773,3,2020,Out,Pectoral,Did Not Participate In Practice
00-0034385,16,2023,Questionable,Knee,Limited Participation in Practice
00-0039343,8,2024,,,Full Participation in Practice
00-0036196,11,2024,,,Limited Participation in Practice
00-0027939,15,2017,,,Full Participation in Practice
00-0034279,11,2020,Questionable,Knee,Limited Participation in Practice
00-0026618,7,2016,,,Limited Participation in Practice
00-0031904,1,2019,Questionable,Foot,Limited Participation in Practice
00-0035698,14,2019,Doubtful,Knee,Did Not Participate In Practice
00-0033884,5,2020,Questionable,Back,Did Not Participate In Practice
00-0037821,10,2023,,,Full Participation in Practice
00-0030564,5,2023,,,Full Participation in Practice
00-0033393,6,2018,,,Full Participation in Practice
00-0031951,6,2015,Probable,Hand,Full Participation in Practice
00-0029799,3,2017,Out,Knee,Did Not Participate In Practice
00-0031367,14,2018,,,Limited Participation in Practice
00-0031236,6,2019,,,Full Participation in Practice
00-0034377,18,2019,,,Full Participation in Practice
00-0031852,12,2022,Questionable,Thigh,Limited Participation in Practice
00-0027944,14,2023,,,Limited Participation in Practice
00-0033662,19,2023,Questionable,Illness,Did Not Participate In Practice
00-0037254,11,2024,,,Full Participation in Practice
00-0034342,9,2019,,,Full Participation in Practice
00-0034752,18,2021,,,Full Participation in Practice
00-0036936,12,2022,Out,Groin,Did Not Participate In Practice
00-0036351,6,2021,,,Full Participation in Practice
00-0025396,17,2015,Doubtful,Knee,Did Not Participate In Practice
